name,Company,Address,Link,Content,Update
資深J2EE軟體開發工程師,天旭國際科技有限公司,台北市信義區信義路五段7號15樓B室 (台北101),http://www.104.com.tw/job/?jobno=670ha&jobsource=n104bank1,1. 參與專案的設計、開發、文檔書寫等過程 ，主要負責遊戲對內或對外相關後台系統的開發2. 定位並解決後台系統的BUG和數據異常,2018-06-06
【顧問部】RPA智能商業開發工程師/副理/經理 (金融行業顧問)-311,KPMG_安侯建業聯合會計師事務所,台北市信義區信義路五段7號68樓,http://www.104.com.tw/job/?jobno=5y25f&jobsource=n104bank1,1. 依據本所業務流程顧問(Business processes consultant)分析結果，進行Robotic Process Automation 解決方案設定與開發。開發設定工作包含整合其他系統介面輸出入資料錄製、coding。2. 整合Microsoft、AWS等認知服務(Cognitive service)供應商提供之解決方案，如圖像轉文字、語意辨識、機器學習以及深度學習等技術。3. 撰寫測試腳本以供客戶進行測試。4. 客戶測試問題除錯。5. 專案管理。,2018-06-08
大數據分析工程師,北祥股份有限公司,台北市內湖區文湖街18號2樓,http://www.104.com.tw/job/?jobno=4u8n4&jobsource=n104bank1,1.大數據分析資料庫規劃2.大數據資料分析3.預測模型建置(使用R/Python)4.資料視覺化呈現及網頁開發相關技術5.主管交辦其他專案事項,2018-06-06
後端暨伺服器工程師,奧理科技股份有限公司,台北市松山區民生東路三段130巷5弄2號2樓,http://www.104.com.tw/job/?jobno=5am2t&jobsource=n104bank1,熟悉PHP，資料庫管理及linux系統操作使用過 Framework 進行系統開發負責公司產品之後端程式撰寫及維護伺服器及程式效能增進及管理需熱愛學習及研究新技術及解決方案能夠完整參與到一個專案的設計、開發到上線營運 我們是由一群平均年齡低於30歲的年輕人組成，快速發展中的新創公司，希望透過我們的創意與技術，讓這個世界變得更美好。 旗下產品 Ocard 於2016年上線，為一新世代的顧客經營平台，提供會員、集點、訂候位等服務結合大數據精準行銷，協助實體店家用最輕便且智慧的方式去經營顧客。上線短短2年至今已累積400多間客戶，店家遍佈全台灣，包含添好運台灣、Jamba Juice、開丼、博多義、Sarabeth's、義式屋古拉爵、TINO'S PIZZA Café、LA PASTA 義大利麵屋、Skylark 加州風洋食館、三田製麵所等...。 公司提供輕鬆自由的工作與休息環境，氣氛輕鬆歡樂，隨處可見討論與歡笑聲。我們期許每位夥伴不僅僅是為執行者，更是產品的設計、創造者。加入我們，將你的想法與創意實現出來吧！ 我們在挑戰，也在學習！希望有你的加入，一同向夢想努力邁進，讓一切再度成為可能！,2018-06-08
S資訊安全軟體工程師,中國人壽保險股份有限公司(總公司),台北市松山區敦化北路122號6樓,http://www.104.com.tw/job/?jobno=5pt71&jobsource=n104bank1,1.協助帳號倉儲系統專案導入、維運2.安排滲透測試作業追蹤修復進度3.程式弱點分析研究,2018-06-08
遊戲後端開發工程師,英屬維京群島商祥捷國際開發股份有限公司台灣分公司,台北市大安區忠孝東路四段209號10樓,http://www.104.com.tw/job/?jobno=5zs7q&jobsource=n104bank1,1、負責遊戲後端功能開發 2、能根據設計實現遊戲後端功能的開發。 3、能根據需求實現管理頁面的開發,2018-06-11
Z2-BI資深工程師 (台北),永豐餘投資控股股份有限公司,台北市中正區重慶南路二段51號17樓,http://www.104.com.tw/job/?jobno=4k7rl&jobsource=n104bank1,1.負責蒐集BI使用者需求與分析2.設計與開發Data Warehouse / Data Mart/ Cube3.設計與開發資料處理 ETL4.負責設計與開發相關分析資料呈現(報表、圖表與儀表板)5.負責BI系統維護6.對資料分析與資料處理有熱誠7.抗壓性高，具良好溝通能力與團隊合作能力8.樂於學習新技術並應用於工作上,2018-06-11
Middle Java Engineer (40K~65K),海世國際有限公司,台北市南港區興中路28巷6號2樓,http://www.104.com.tw/job/?jobno=5ce2h&jobsource=n104bank1,主要負責公司產品模組的設計、開發、集成及公司應用模組的分配。 樂於新技術研究、系統規範及單個軟體單元的設計。 參與程式的架構設計、開發及系統架構。 與公司其他開發工程師、構架師及專案經理一起協作解決各種複雜問題。 熱愛本職工作、精力充沛、有積極進取心。  公司網址：http://www.7thonline.com.tw/ [ 職務要求 ]- 對於 Java 程式設計具有高度興趣，且具備 Java Web (JSP 及 Servlet ) 實務經驗者。- 熟悉資料庫基礎 DML 語法，並具備 Oracle database、Mybatis 整合實務經驗者。- 熟悉 SVN or Git 程式碼版本控管之開發模式。- 對於撰寫高品質程式碼具有高度熱忱，並願意在此方面不斷精進學習者。- 具備良好溝通表達能力及團隊合作技巧。 [ 職務內容 ]- 公司產品開發及維護。- 優化程式架構與效能。- 創新技術或框架之研發與導入。,2018-06-04
遊戲伺服器工程師,大躍科技有限公司,台北市大安區忠孝東路四段325號11樓,http://www.104.com.tw/job/?jobno=5wi74&jobsource=n104bank1,"=================◼工作內容 • 多人即時連線網路處理 • 資料庫建構與使用 • 伺服器遊戲邏輯開發  ◼工作條件• 兩年以上遊戲伺服器開發相關經驗 • 具備即時連線遊戲前後端串接流程相關經驗• 使用 C++/Golang/Java/C# 或其他語言寫過伺服器底層• 具有獨立開發能力 ◼加分條件• 有 AWS 使用經驗• 參與過 Unity 專案• 熟悉分散式後端架構（自架, AWS, Docker...等方式）• 熟悉網路底層協議與各種I/O模型 • 熟悉關聯式資料庫，了解NoSQL佳 ==================",2018-06-05
維運部 - 系統工程師,紅心辣椒娛樂科技股份有限公司,台北市內湖區瑞光路583巷31號3樓,http://www.104.com.tw/job/?jobno=5qu90&jobsource=n104bank1,1. 伺服器及網路設備的管理及維護、故障排除。 2. 機房的系統設備故障基本排除。3. 公司資料之備份機制。4. 完成公司日常交辦之相關任務。5. 資訊設備資產管理6. 遊戲維運。 7. 需可24小時待命。,2018-06-07
資深-JAVA後端開發工程師,聯華電信股份有限公司,台北市內湖區舊宗路二段105號4樓,http://www.104.com.tw/job/?jobno=5aahl&jobsource=n104bank1,1. 3年工作經驗2. MVC framework : Spring / JDBC 3. service : JBoss / Tomcat4. 資料庫語法:MS SQL / MySql 經驗佳,2018-06-07
SM700 智慧型裝置事業群-IT資訊系統工程師,仁寶電腦工業股份有限公司,台北市內湖區陽光街385號  (內湖科技園區),http://www.104.com.tw/job/?jobno=60qsy&jobsource=n104bank1,1. 商業智慧(BI)系統開發、維護、管理2. 系統整合與應用程式設計開發3. 使用者需求訪談，資料分析與報表設計4. Web網頁設計、程式開發,2018-06-04
軟體工程師(.net)-台北商軟,鼎盛資科股份有限公司,台北市中山區南京東路二段172號,http://www.104.com.tw/job/?jobno=32aaf&jobsource=n104bank1,1. 具備ASP.NET、c# 程式設計與開發經驗2. 資料庫預存程序開發維護3. 專案開發、新系統研發 *2年以上相關工作經驗者佳*熟MS.net、Spring、java script、html、JSP、SQL者佳,2018-06-05
.NET軟體設計工程師(台北),康大資訊股份有限公司,台北市中山區南京東路三段131號6樓,http://www.104.com.tw/job/?jobno=3ljcr&jobsource=n104bank1,1.軟體應用程式設計2.具備ASP.NET、VB.NET、C#開發2年以上經驗者佳。3.熟悉MS WINDOWS作業平台、MS SQL Server資料庫。4.大專畢業（含）以上。,2018-06-05
資訊工程師 (研發組),台塑網科技股份有限公司,台北市松山區,http://www.104.com.tw/job/?jobno=3rykl&jobsource=n104bank1,1. 熟JAVA 或 C# 程式開發工具2. 熟Oracle 或 MS SQL Server資料庫系統應用程式開發3.對資訊產品開發及專案管理有興趣，如有相關經驗者佳。,2018-05-24
開發部工程師(Web前端),碩利資訊股份有限公司,台北市內湖區內湖路一段516號10樓,http://www.104.com.tw/job/?jobno=55d7b&jobsource=n104bank1,1. 熟悉angularjs2. 熟悉Html 5 & CSS 相關技術，擅長Bootstrap 或其他的RWD技術尤佳3. 熟悉Json and XML 資料交換4. 良好的溝通能力與積極的態度5. 主動解決問題,2018-06-11
資訊開發專案工程師,新堡科技股份有限公司,台北市內湖區行愛路128號2樓,http://www.104.com.tw/job/?jobno=4d08t&jobsource=n104bank1,1.主要會使用的開發工具EEP 2012，會用到 javascript、jquery'、net   2.資料庫使用MS SQL3.資安相關產品測試及報告提出4.開發完系統之後續維護程式修改,2018-06-04
.Net 網頁開發工程師(台北),昕力資訊股份有限公司,台北市內湖區,http://www.104.com.tw/job/?jobno=5morh&jobsource=n104bank1,1. ASP.NET MVC 網站開發2. ASP.NET Web API 開發3. MSSQL 資料庫設計與調整 4. 前端互動網頁開發(有機會學習 Angular 前端框架）5. 一般後台程式開發,2018-06-11
資訊部-軟體工程師,五福旅行社股份有限公司,台北市松山區南京東路三段287號6樓,http://www.104.com.tw/job/?jobno=5sy2e&jobsource=n104bank1,1. 使用 ASP.NET(C#) 開發及維護網站應用程式2. 使用 PL/SQL / T-SQL 開發及維護資料庫3. 使用 HTML / jQuery 開發及維護前端網頁,2018-06-05
JAVA WEB Programmer（約聘工程師）,悅慶有限公司,台北市中山區,http://www.104.com.tw/job/?jobno=66bgg&jobsource=n104bank1,"Java web 系統開發 主要客戶為銀行、電信業、壽險業 需駐點客戶端 需關聯式資料庫, Java Web/EJB 系統實作經驗 有 Spring/JPA/Maven/Hibernate 實際使用經驗佳 具有物件導向概念",2018-05-16
資深 PHP 後端工程師,唯晶數位娛樂股份有限公司,台北市中正區延平南路189號5樓,http://www.104.com.tw/job/?jobno=4mbjb&jobsource=n104bank1,1. 開發以 PHP + MySQL 為主，採用 Git 做版本控制 2. WeGames 會員系統、金流、API等開發3. 遊戲官網、活動開發4. 維護現行運營中的WeGames平台系統,2018-06-05
程式工讀生(企業實習),薩摩亞商安盛資訊股份有限公司台灣分公司,台北市中山區中山北路二段46號6樓之1,http://www.104.com.tw/job/?jobno=4vzro&jobsource=n104bank1,"1.必須有資料庫(SQL)及程式設計基礎(計算機概論/資料結構),有軟體工程概念者優先錄用。2.工作內容：撰寫Oracle PLM系統客製程式、資料整合程式。3.待遇依據勞基法規定。",2018-06-09
軟體設計工程師（C/C++ Server）,伽瑪科技有限公司,台北市內湖區堤頂大道二段475號2樓  (內湖科技園區),http://www.104.com.tw/job/?jobno=3440i&jobsource=n104bank1,＜＜職務說明＞＞＊軟體設計。＊編寫程式碼及註解。＊執行單元及系統整合測試。 ＜＜職務要求＞＞＊熟悉C/C++語言及Win 32 API軟體編程，2年或以上相關工作經驗。＊熟悉多線程、網路或資料庫編程，1年相關工作經驗。＊熟悉物件導向程式設計，了解設計模式及軟體架構優先考慮。＊有Linux C++編程經驗優先考慮。,2018-06-08
TW.S-【PHP後端工程師】（台北）,傲勝遊戲有限公司,台北市大安區(忠孝敦化捷運站旁),http://www.104.com.tw/job/?jobno=677xn&jobsource=n104bank1,1. 2年以上PHP開發經驗2. 熟悉任一語言MVC框架，Laravel為優先3. 熟悉MySQL或PostgreSQL資料庫，擁有優秀資料庫設計能力,2018-06-11
D4000 程式設計工程師(PHP),富邦媒體科技股份有限公司(富邦momo),台北市內湖區洲子街96號4樓  (內湖科技園區),http://www.104.com.tw/job/?jobno=45f03&jobsource=n104bank1,1.網站程式開發與系統管理維護。2.專案系統分析與規劃。3.Open Source整合開發。,2018-06-11
帳務系統測試工程師,誠霖創研股份有限公司,台北市內湖區,http://www.104.com.tw/job/?jobno=66zpb&jobsource=n104bank1,1.熟悉Oracle PL/SQL、JAVA、C。2.負責舊系統資料搬移，並且測試驗證搬移的資料正確性。3.產生數據讓新系統開發人員可以做測試。4.具備電信業和銀行業系統開發經驗尤佳。 5.具備帳務系統開發經驗尤佳。6.需要讀原廠文件study開發，叫用原廠提供的API。7.對大量數據分析有興趣去研究。8.需配合於客戶端環境駐點開發 。9.二年以上工作經驗。,2018-06-06
TW.S-【Android App工程師】（台北）,傲勝遊戲有限公司,台北市大安區(忠孝敦化捷運站旁),http://www.104.com.tw/job/?jobno=677x4&jobsource=n104bank1,1、與各單位討論系統設計的可行性2、按系統設計完成各功能模組的編寫3、對各功能模組進行測試及除錯4、編寫各功能模組說明文件和相關技術資料5、開發環境為Android Studio6、開發語言採用Java及Kotlin,2018-06-11
PHP 後端程式工程師,全勝發網路資訊股份有限公司,台北市南港區,http://www.104.com.tw/job/?jobno=4jihi&jobsource=n104bank1,1. 負責PHP-MySQL網站後端的分析、設計以及程式撰寫。2. 調校整體軟體與資料庫間的效能3. 依照工作需要，對 Linux (CentOS) 進行操作4. 配合專案進行軟體之測試與修改。5. 協助處理公司MIS工作。,2018-06-08
ERP系統開發維護工程師,星宇航空股份有限公司,台北市內湖區南京東路六段382號,http://www.104.com.tw/job/?jobno=6100x&jobsource=n104bank1,1.協助大型ERP系統導入及建置. 2.負責大型ERP系統維護及系統開發3.相關技能描述   (1)具 SAP ABAP 程式開發經驗   (2)具 SAP Basis 維護經驗   (3)具 SAP HANA資料庫維護經驗   (4)具 SAP Netweaver使用經驗4.其他主管指派任務,2018-05-28
前端工程師 (年終2個月),新加坡商異域資訊有限公司台灣分公司,台北市信義區基隆路一段178號11樓,http://www.104.com.tw/job/?jobno=5vrmk&jobsource=n104bank1,1. 網站版面設計及實作 ( 會用到 HTML / CSS / SASS，需考慮 RWD )2. 網頁互動功能設計 ( 會用到 JavaScript / jQuery / Vue.js )3. 寫出能串接後端資料的 UI component4. 維護既有產品 ( 版面調整 / 增減小功能 ),2018-06-08
全端資深軟體工程師,美商宇心生醫股份有限公司台灣分公司,台北市中正區新生南路一段148號9樓,http://www.104.com.tw/job/?jobno=4nvw2&jobsource=n104bank1,"【工作內容】1. Build next generation Medical cloud service2. Develop and Operate backend systems related to data access, process, storage3. Performance tuning and capacity planning 【薪資範圍】NTD $110000 【基本條件】 - 熟悉資料結構,演算法及計算機網路 - 熟悉 DataBase設計 - 熟悉 Python or Node.js - 熟悉 CI/CD 開發流程設計及實作 - 熟悉 Docker, k8s - 3 年以上 Backend和Mobile/web App合作開發經驗 - 有 AWS Backend Service  架構設計及發佈經驗 【加分條件】 - 瞭解HIPAA, HITRUST, GDPR等安全規範",2018-06-08
通訊協定軟體工程師,某證券股份有限公司,台北市松山區復興北路,http://www.104.com.tw/job/?jobno=573js&jobsource=n104bank1,"1.熟悉 C# .NET Framework  3.0  以上  /  ASP.NET /ADO.NET      開發過線上聊天室功能，賣場購物車功能。2.使用過  微軟 .NET Framework  4.6  / WCF /  WEB API2.0   ,  MSSQL      開發3個大小專案一年(含)以上軟體開發經驗.3.會使用工具編解碼 XML /JSON格式  輸出與接收資料轉換. 能獨立讀寫建立API手冊。4.會區分Dictionary 和 List 的使用方式。 加分條件:使用過 Facebook API / Google API具備機器學習domain.熟悉 設計模式，物件導向觀念會使用C# Thread 產生多執行緒 動態控制多線程會使用前端技術",2018-04-10
雲存儲軟體工程師,台灣萬和科技有限公司,台北市信義區松高路9號25樓,http://www.104.com.tw/job/?jobno=61ijt&jobsource=n104bank1,"1、大學及以上學歷，5年以上Backend開發經驗2、精通Linux系統，資料傳輸，資料同步；對檔安全和恢復有較強的意識3、至少精通一個分散式存儲系統(如HDFS、GFS等)，能夠獨立架構PB級資料量的存儲檢索4、精通C/Go，熟悉HTTP,UDP網路通訊協定，能利用C語言提供Restful API接口供上層服務使用",2018-06-08
資訊中心-軟體工程師,福華大飯店股份有限公司,台北市大安區仁愛路三段160號,http://www.104.com.tw/job/?jobno=5w2ec&jobsource=n104bank1,1. 專案系統開發及維護2. 孰悉ASP.NET、C#、PL/SQL3. 資料庫管理4.可配合值班及on call,2018-06-11
Java 資深軟體工程師,網飛訊科技股份有限公司,台北市中山區,http://www.104.com.tw/job/?jobno=3rvhk&jobsource=n104bank1,工作內容主要為Java程式設計與資料庫應用系統開發- 5年以上開發經驗。- (必備) HTML/Java Script/Servlet/JQuery/Ajax/CSS- (必備) Hibernate/Spring/Struts/J2EE- (必備) 熟悉資料庫 Oracle or MS-SQL - 願積極參與並充實自身實務開發經驗者。,2018-06-07
.NET 系統開發工程師,日盛金融控股股份有限公司,台北市中山區全區  長安東路二段114號3樓  (依照公司規定分派),http://www.104.com.tw/job/?jobno=4fstn&jobsource=n104bank1,1. 依據需求單位對資訊服務的需求，開發應用系統，並建議最佳作業方式。2. 規劃並撰寫系統需求、規格書及計畫書。3. 以C# .NET 開發網站應用程式（Web-based application）。4. 維護資料庫管理系統，確保資料的安全性。,2018-06-11
Server Support Engineer 系統工程師 (約聘人員),台灣易思資訊科技股份有限公司,台北市內湖區承德路四段172號9樓,http://www.104.com.tw/job/?jobno=5zcdt&jobsource=n104bank1,"[Experience and Skill Required]- Linux UnixWindows server operation system daily administration including trouble shooting- LinuxWindows Cluster Service management and configuration (optional)- Apache server management and configuration (optional)- RHCE Certified Candidates preferred- Basic knowledge of networking [Job Description]Server support for IT related services including :•    系統問題分析處理•    系統容量管理含CPU, Memory, Storage 等•    Batch job 及 scheduling•    Patch Management•    資料備份及磁帶管理•    相關系統之安全管理及病毒管理•    相關電腦系統硬體維護廠商之管理•    系統變更管理•    使用者需求對應",2018-06-04
Backend Developer | Java 後端工程師,Nexio Technology Limited_睿世軟體科技股份有限公司,台北市內湖區洲子街57號6樓,http://www.104.com.tw/job/?jobno=5y6w4&jobsource=n104bank1,"- 與團隊成員共同設計、開發及測試新功能。- 資料結構設計，並使用適當設計模式以實現商業邏輯與架構。- 撰寫開發技術文件、API 文件。- 精通Git, Jenkins及 Gradle。 - Work with team members on designing, developing, and unit-testing new features and modifications - Design data structure and utilize appropriate design pattern to model and Implement business logics - Document source code and generate readable API documentations - Master software engineering tools like Git, Jenkins, and Gradle",2018-06-06
前端產品研發工程師,德義資訊股份有限公司,台北市中正區林森南路4之2號7樓,http://www.104.com.tw/job/?jobno=61mgr&jobsource=n104bank1,•良好的Javascript程式開發能力、HTML、HTML5、CSS、CSS3•熟悉JQuery•對RWD有良好的理解 •為電腦網站和移動端提供跨平台與跨瀏覽器的介面 •與企劃、設計、後端人員協同合作，做版面規劃、套版、互動設計、資料串接等•請準備好過往專案或作品集，於面試時展示,2018-06-06
JAVA工程師(3年以上經驗),德奧研發科技有限公司,台北市信義區依司分派,http://www.104.com.tw/job/?jobno=68d5i&jobsource=n104bank1,上班地點，台北市、新北市1. 孰悉Java程式語言，需有三年以上Java程式開發經驗。 2. 熟悉 Spring/Hibernate/Web Services/ZK等Java相關技術架構。 3. 熟悉 Web logic(AP Server)使用 。 4. 熟悉資料庫( Oracle and SQL ) 。 5. 稍懂銀行業務尤佳，可獨立開發及分析，良好的溝通能力。,2018-06-08
Java 後端軟體工程師,萬寶華企業管理顧問股份有限公司,台北市大安區敦化南路2段105號10、13樓,http://www.104.com.tw/job/?jobno=5y0jk&jobsource=n104bank1,"工作內容 : 1. 3年以上 Java後端軟體開發經驗 2. 熟悉JavaScript, JQuery, AJAX,JSON, XML3. 熟悉資料庫SQL server/Linux server開發應用4. 熟悉軟體開發流程5. 曾有API開發經驗(i.e. REST, RPC, SOAP) 6. 良好的理解、表達能力和溝通技巧，致力於團隊協同工作7. 系統測試除錯及相關文件撰寫",2018-06-11
資訊工程師(系統整合),台塑網科技股份有限公司,台北市松山區,http://www.104.com.tw/job/?jobno=3k1s5&jobsource=n104bank1,1.具備兩年以上C#、VB或VB.NET專業開發經驗2.具備POS、GIS或企業級資訊系統、系統整合專案相關經驗尤佳3.具備Oracle、SQL Server等資料庫使用經驗4.熟悉Windows作業系統、電腦及網路架構系統5.具備英文說、聽、讀、寫能力6.主動積極、樂觀進取、具高度學習意願且有團隊工作精神者，能適應較強工作壓力及配合出差,2018-05-24
遊戲開發工程師 (Server / C#),真好玩娛樂科技股份有限公司,台北市中山區南京東路三段225號7樓,http://www.104.com.tw/job/?jobno=5hjos&jobsource=n104bank1,"工作內容:遊戲伺服器開發，現有專案維護，新功能開發。 條件:1.舉凡您有網頁或伺服器端程式開發相關經驗，並對做遊戲有興趣者即可面談。2.若您參與過任何遊戲專案或其它類型專案的伺服器端開發請列舉出來,可為加分條件。 技能需求:程式語言:C# /  .NET資料庫:MS SQL (具相關經驗) / Redis (非必要)",2018-06-07
軟體工程師 (Software Engineer / Java developer),"替您錄科技股份有限公司(TGC Taiwan, Inc.)",台北市松山區八德路四段760號6樓,http://www.104.com.tw/job/?jobno=2kav5&jobsource=n104bank1,"1.RESTful API 程式開發設計2.關連式資料庫程式設計（ MySQL, Maria DB）3.Java Application Server 管理監控、流量控制、安全規劃及問題協調追蹤與排除。4.網路程式與使用者的需求分析。5.開發以網路為基礎的應用程式（Web-based application）。需要與不同平台的服務（如 iOS， Android, SmartTV 等）串接 主要程式語言：JAVA , JSP（有 framework 經驗加分）主要資料庫：Maria DB（有 NoSQL 類型資料庫經驗加分）",2018-06-05
應用系統開發工程師(士林),Inventec_英業達股份有限公司,台北市士林區,http://www.104.com.tw/job/?jobno=61sh5&jobsource=n104bank1,1.Web應用系統維護與開發2.需求分析設計3.物料需求計算/生產排程功能開發與維護,2018-05-31
資深.NET工程師-台北,元赫科技股份有限公司,台北市中山區,http://www.104.com.tw/job/?jobno=3a915&jobsource=n104bank1,"1、三年以上C#.NET/ASP.NET/VB.NET獨立開發能力/經驗(具專案管理、系統分析相關經驗尤佳)2、具備資料庫設計能力，熟悉MS SQL Server, Oracle, My SQL等資料庫(擇一)，需具備網頁開發相關技術，Ajax、Java Script、CSS、HTML等，熟作業系統：LINUX、Windows Server3、具備基本系統分析能力，可以針對專案需求作系統分析者佳。",2018-05-29
後端工程師/Backend Engineer(M) - 薪優,立展企管顧問有限公司,台北市大安區忠孝東路4段290號10樓,http://www.104.com.tw/job/?jobno=603b1&jobsource=n104bank1,"a.有良好的物件導向概念，擁有 MVC, C#, LINQ, Entity Framework 經驗 b.熟悉資料庫語言(MS SQL, Stored Procedure)。 c.瞭解Server-Side service , multi-thread 設計開發。 d.曾參與API 資料交換介接專案 (JSON, XML) e.善於溝通、並願意精進學習。f. 不排斥博弈產業，辦公環境與工作福利佳",2018-06-04
FL-【金控】IT資訊工程師(年90~110萬),新加坡商立可人事顧問有限公司台灣分公司,台北市松山區捷運中山國中站,http://www.104.com.tw/job/?jobno=61zdj&jobsource=n104bank1,1. 負責規劃交易軟體、投資研究相關軟體開發及維護 2. 開發MIS系統的功能，以符合企業需求3. 網路技術及MS SQL資料庫管理及應用4. 促進專案開發順利與確認完成功能的正確性,2018-06-11
資深軟體工程師 (雲端服務),昱泉國際股份有限公司,台北市內湖區  (內湖科技園區),http://www.104.com.tw/job/?jobno=5x0gn&jobsource=n104bank1,1.參與分散式大型網路應用之系統、資料庫等程式技術開發。 2.開發雲端服務專屬之技術、流程、及其相關應用。 3.了解使用者需求，並參與設計以及製作過程。,2018-06-05
.NET Engineer(儲備專案工程師),承石資訊股份有限公司,台北市內湖區,http://www.104.com.tw/job/?jobno=56eva&jobsource=n104bank1,"1.1年以上程式設計經驗 .NET C# 軟體開發經驗2.了解 DB programming (MS SQL......)3.了解MVC架構4.了解WEB技術 : HTML, CSS, Javascript, jQuery, AJAX5.熟悉關聯式資料庫語法與操作",2018-06-11
[金融] C#  軟體工程師,亞克瑪股份有限公司,台北市中山區民權東路2段42號6樓,http://www.104.com.tw/job/?jobno=3sx19&jobsource=n104bank1,1. 開發 C# .Net Web 及 AP 應用程式2. 熟悉使用 為C# .Net Web 程式開發作業，熟悉 3 層式架構應用3. 能有獨自開發系統和與其他人員合作的能力4. 能對於未知的創新需求進行摸索的能力5. 熟悉 MSSQL 2012 (以上) 6. 對於程式開發寫作及網路應用有熱情者優~~ 這一個職缺，是金融銀行的系統和許多支付應用系統上的開發作業。 希望尋找的人才，是有以下特質：(1) 能多以 電子商務 的想法，在金融應用的框架下，能去發現更多、更好用的應用的人才。    你或許還不懂電商，但我們願意教你。或許你不懂金融，但是這是讓你可以學習的地方。    我們會培養你成為金融電商的專業人才，希望你和公司一起成長。(2) 或許你的專長是在 UI 上的開放，面對 Ajax 及互動式的 Web UI開發，你追求的是效能、速度和安全的應用界面。(3) 或許你的專長是在 大量程式及後台程式的處理，面對眾多的資料庫及大量的資料處理和界面的定義，是你的興趣。可以為了將斷線處理的程序，不斷的以重覆的、更多的檢查和錯誤處理做為系統更強大的處理是你的能耐和能力。以上的人才，歡迎投遞本公司履歷，將盡速安排面試。,2018-06-05
遊戲前端開發工程師,英屬維京群島商祥捷國際開發股份有限公司台灣分公司,台北市大安區忠孝東路四段209號10樓,http://www.104.com.tw/job/?jobno=5zs7r&jobsource=n104bank1,1.使用cocos2d-js開發跨平台遊戲 2. 開發遊戲相關工具 3. 撰寫高品質程式碼及按照需求實作遊戲相關系統並參與遊戲創意及設計,2018-06-11
資深JAVA / PHP開發工程師,杰星有限公司,台北市中山區民權東路3段37號12樓,http://www.104.com.tw/job/?jobno=64q4n&jobsource=n104bank1,1. Web及APP 需求後端開發2. 產品維護與需求開發3. 針對需求可提出解決方案與技術可行性評估4. 開發流程文件撰寫,2018-06-08
資深PHP工程師_內湖(網路事業部),泰偉電子股份有限公司,台北市內湖區台北市內湖區瑞光路302號5樓之2,http://www.104.com.tw/job/?jobno=5xeo3&jobsource=n104bank1,"工作內容：1. 將依據專案需要，進行系統分析、資料庫設計及程式開發設計。2. 製作網頁爬蟲或串接第三方API並提供前端網頁或APP所需的API資料。3. 具備團隊合作能力，能夠主動與PM、設計師等討論並給予專業建議，共同追求合適的解決方案。4. 協助研發軟體新技術與新工具。5. 熟悉 PHP 且有Web開發經驗, 至少使用過任一種 PHP Framework(Laravel or CodeIgniter)6. 熟悉 MySQL, PostgreSQL 其中一項7. 具備 Git 版本控制系統使用經驗8. RESTful API 開發經驗",2018-05-25
Frontend Web Developer (前端工程部),薩摩亞商繁盛國際集團股份有限公司,台北市松山區復興北路1號16樓之1,http://www.104.com.tw/job/?jobno=5llfi&jobsource=n104bank1,"基礎需求: HTML, CSS, JavaScript, JQuery, Ajax與JSON運用, 文字編輯器：皆可, 只要能快速編輯產出就可。 『工作內容』1. 平台網站功能維護及新功能開發；2. 整合API與後端資料串接提供使用者最優質服務；3. 協助產品策劃人員規劃流程及可行性方案建議；4. 新開發方式及架構可行性分析及實作。  『加分項目』前端 JavaScript 框架: Angular, React, VueJS 轉譯器工具: TypeScript, Babel, JSXJS 品質管理工具: JSHint, ESLint模組化管理工具: webpack module bundler前端 CSS 框架: Bootstrap 3CSS 前置處理器: Scss, Less, PostCSS工作管理器: Gulp套件管理器: Bower, npm建模工具: Yeoman",2018-06-05
Android工程師(機器人研發組),沛博科技股份有限公司,台北市內湖區瑞光路586號5樓,http://www.104.com.tw/job/?jobno=5twa6&jobsource=n104bank1,如果今天有一個機會，你想為世界改變什麼？如果你曾經 因為《大英雄天團》中Baymax拚死保護Hiro而感動，如果你曾經 想打造一個全能如《機械公敵》中的V.I.K.I視覺助理，現在，沛博科技正在尋找更多有未來想像的你，一起進行一場瘋狂的冒險，加入我的們團隊吧！ 1.具一年以上的Android APP開發經驗2.熟悉Android SDK3.有實務APP上架作品4.具備獨立開發能力(架構設計/流程設計/除錯/效能調整)5.具備良好的溝通表達能力與團隊合作精神6.有http / https web相關應用 工作內容如下： 1.主要工作為Android平台的APP程式開發2.資料庫與移動設備接收與傳送相關技術應用開發3.公司軟體產品維護,2018-06-08
技術部【測試工程師SQA】,伊凡達科技股份有限公司,台北市松山區光復南路35號4樓之1,http://www.104.com.tw/job/?jobno=65s2f&jobsource=n104bank1,* 全程參與產品的設計、開發、驗證、測試、發布* 撰寫軟體測試報告及錯誤追蹤管理及驗證* 利用Gitflow、Redmine、Jenkins等方法和客製化工具實作CI/CD來控管軟體開發、建置、驗證與發布* 主導測試案例的設計、管理和測試資料的準備，並與PM/RD/UI/UX密切合作，提供改善建議。* 學習研究新技術，開發必要的測試工具來達成自動化驗證與測試* 分析並提供數據作為開發流程改善的參考指標* 針對規格、Know-How、測試報告和Release note產出簡易的文件,2018-06-06
